id,wikipedia_name,artist_name,summary,url
11,A._R._Middleton_Todd,A. R. Middleton Todd,Arthur Ralph Middleton Todd  (26 October 1891 – 21 November 1966) was a British artist. He was a member of the Royal Academy and well known as a portrait painter in the 1920s and 1930s.,https://en.wikipedia.org/wiki/A._R._Middleton_Todd
12,A.D.M._Cooper,A.D.M. Cooper,"Astley David Middleton Cooper (December 23, 1856 – September 10, 1924) was an American painter of Western and Indigenous themes, as well as portraiture, and nude studies of women.
He is also attributed to having a bohemian lifestyle, which his art paid for. Cooper was opposed to the American Indian Wars, and earned Indigenous peoples' respect while living with them in the West. The artist's style seems to be derivative from Julian Rix and other landscape painters, while Cooper himself never explicitly said so.


== References ==",https://en.wikipedia.org/wiki/A.D.M._Cooper
13,Aaron_Bohrod,Aaron Bohrod,Aaron Bohrod (21 November 1907 – 3 April 1992) was an American artist best known for his  trompe-l'œil still-life paintings.,https://en.wikipedia.org/wiki/Aaron_Bohrod
14,Aaron_Douglas_(artist),Aaron Douglas (artist),"Aaron Douglas (May 26, 1899 – February 2, 1979) was an American painter, illustrator, and visual arts educator. He was a major figure in the Harlem Renaissance. He developed his art career painting murals and creating illustrations that addressed social issues around race and segregation in the United States by utilizing African-centric imagery. Douglas set the stage for young, African-American artists to enter the public-arts realm through his involvement with the Harlem Artists Guild. In 1944, he concluded his art career by founding the Art Department at Fisk University in Nashville, Tennessee. He taught visual art classes at Fisk University until his retirement in 1966. Douglas is known as a prominent leader in modern African-American art whose work influenced artists for years to come.",https://en.wikipedia.org/wiki/Aaron_Douglas_(artist)
15,Aaron_Nagel,Aaron Nagel,"Aaron Nagel is an American painter and the original trumpet player for punk rock/ska core act Link 80, born and raised in Berkeley, California.
He later played guitar in the band DESA with other former Link 80 members Ryan Noble, Adam Davis, and Barry Krippine.
He currently runs Two Twenty Two Design Studio and is an artist whose work has adorned two Rx Bandits albums (his paintings ""Predictable"" and ""Look Left ...And The Battle Begun"" are the covers of The Resignation and ...And the Battle Begun respectively) as well as DESA's split EP with Howards Alias and their latest album ""Arriving Alive"".
His paintings have been shown solo and in group shows across the country since 2005.
In 2016, Nagel participated in a Link 80 reunion for the Asian Man Records 20th Anniversary. On June 17 and 18, the band played two sold-out shows at the San Francisco's Bottom of the Hill. The lineup included singer Ryan Noble, guitarists Matt Bettinelli-Olpin and Adam Davis, drummer Joey Bustos, bassists Adam Pereria and Barry Krippene, and horn players Steve Borth and Jason Lechner. Prior to the shows, a video tribute to Nick Traina was shown that the band released the video online on June 20, 2016.
Nagel is vegan straight edge.",https://en.wikipedia.org/wiki/Aaron_Nagel
16,Abbott_Handerson_Thayer,Abbott Handerson Thayer,"Abbott Handerson Thayer (August 12, 1849 – May 29, 1921) was an American artist, naturalist, and teacher. As a painter of portraits, figures, animals, and landscapes, he enjoyed a certain prominence during his lifetime, and his paintings are represented in major American art collections. He is perhaps best known for his 'angel' paintings, some of which use his children as models.
During the last third of his life, he worked together with his son, Gerald Handerson Thayer, on a book about protective coloration in nature, titled Concealing-Coloration in the Animal Kingdom. First published by Macmillan in 1909, then reissued in 1918, it may have had an effect on military camouflage during World War I. However it was roundly mocked by Theodore Roosevelt and others for its assumption that all animal coloration is cryptic.
Thayer also influenced American art through his efforts as a teacher, training apprentices in his New Hampshire studio.",https://en.wikipedia.org/wiki/Abbott_Handerson_Thayer
17,Abdullah_Gërguri,Abdullah Gërguri,Abdullah Gërguri (1931–1994) was a Kosovo Albanian artist in restoration and conservation of the icons and frescoes.,https://en.wikipedia.org/wiki/Abdullah_G%C3%ABrguri
18,Abdur_Rahman_Chughtai,Abdur Rahman Chughtai,"Abdur Rahman Chughtai (21 September 1894 – 17 January 1975) was a painter, artist, and intellectual from Pakistan, who created his own unique, distinctive painting style influenced by Mughal art, miniature painting, Art Nouveau and Islamic art traditions. He is considered to be 
'the first significant modern Muslim artist from Pakistan', and the national artist of Pakistan.
He was given the title of Khan Bahadur by the British Empire in British India in 1934, awarded Pakistan's Hilal-i-Imtiaz (Crescent of Excellence) Award in 1960, and the Pride of Performance Award in 1958 by the President of Pakistan.",https://en.wikipedia.org/wiki/Abdur_Rahman_Chughtai
19,Abidin_Dino,Abidin Dino,Abidin Dino (23 March 1913 – 7 December 1993) was a Turkish artist and a well-known painter.,https://en.wikipedia.org/wiki/Abidin_Dino
20,Abraham_Begeyn,Abraham Begeyn,"Abraham Begeyn (c. 1637 Leiden – 11 June 1697 Berlin), was a Dutch Golden Age painter.",https://en.wikipedia.org/wiki/Abraham_Begeyn
21,Abraham_Bloemaert,Abraham Bloemaert,"Abraham Bloemaert (25 December 1566 – 27 January 1651) was a Dutch painter and printmaker who used etching and engraving. He initially worked in the style of the ""Haarlem Mannerists"", but by the beginning of the 17th-century altered his style in line with the new Baroque style that was then developing. He mostly painted history subjects and some landscapes.  He was an important teacher, who trained most of the Utrecht Caravaggisti.",https://en.wikipedia.org/wiki/Abraham_Bloemaert
22,Abraham_Bosschaert,Abraham Bosschaert,Abraham Bosschaert the Younger (II.) (1612–1643) was a Dutch Golden Age painter.,https://en.wikipedia.org/wiki/Abraham_Bosschaert
23,Abraham_de_Vries_(painter),Abraham de Vries (painter),"Abraham de Vries (ca.1590–1649 or 1650) was a Dutch painter who was one of the leading portraitists of his age.  As he led a peripatetic lifestyle and worked in France, Antwerp and the Dutch Republic his stylistic qualities are difficult to pin down.",https://en.wikipedia.org/wiki/Abraham_de_Vries_(painter)
24,Abraham_Hondius,Abraham Hondius,"Abraham Danielsz. Hondius (about 1631 – 17 September 1691) was a Dutch Golden Age painter known for his depictions of animals. He was the son of a city stonemason, Daniel Abramsz de Hondt.
Hondius was born in Rotterdam and trained under Pieter de Bloot (1601–1658) and Cornelis Saftleven. He lived in Rotterdam until 1659 and moved then to Amsterdam. He moved to London in 1666, where he spent the rest of his life. Hondius combined throughout his career several stylistic influences and struggled to develop a style of his own. He however specialised somehow in animal pieces: more than two-thirds of his paintings, etchings and drawings are hunting scenes, animals fighting and animal studies. He also executed landscapes, genre and religious scenes.
Hondius most likely moved to London in 1666 where he spent the rest of his life and died.  He painted views of London such as The Frozen Thames and London Bridge.  His last known work is Ape and Cat Fighting over Dead Poultry, dated 1690.",https://en.wikipedia.org/wiki/Abraham_Hondius
25,Abraham_Mignon,Abraham Mignon,"Abraham Mignon or Minjon  (21 June 1640 – 27 March 1679), was a still life painter.  He is known for his flower pieces, still lifes with fruit, still lifes in forests or grottoes, still lifes of game and fish as well as his garland paintings. His works are influenced by those of Jan Davidszoon de Heem and Jacob Marrel.
After commencing his artistic training in his native Germany, he moved to the Dutch Republic where he was active in Utrecht during the last part of his short life.  His works were sought after by 17th and 18th-century collectors from the highest ranks of society throughout Europe.",https://en.wikipedia.org/wiki/Abraham_Mignon
26,Abraham_Storck,Abraham Storck,"Abraham Storck (or Sturckenburch; bapt. 17 April 1644 in Amsterdam – buried 8 April 1708) was a Dutch painter, who enjoyed a reputation for his marine paintings, topographical views and Italianate harbour scenes. Storck was also an outstanding draughtsman.",https://en.wikipedia.org/wiki/Abraham_Storck
27,Abraham_van_Beijeren,Abraham van Beijeren,"Abraham Hendriksz van Beijeren or Abraham van Beyeren (c. 1620, The Hague – March 1690, Overschie (Rotterdam)) was a Dutch Baroque painter of still lifes. Little recognized in his day and initially active as a marine painter, he is now considered one of the most important painters of still lifes, and still lifes of fish and so-called 'pronkstillevens', i.e. sumptuous still lifes of luxurious objects.",https://en.wikipedia.org/wiki/Abraham_van_Beijeren
28,Abraham_van_Calraet,Abraham van Calraet,"Abraham van Calraet, or Kalraat (7–12 October 1642, Dordrecht – 11 June 1722, Dordrecht) was a Dutch Golden Age  still-life, portrait- and landscape painter.",https://en.wikipedia.org/wiki/Abraham_van_Calraet
29,Abraham_van_den_Tempel,Abraham Lambertsz van den Tempel,Abraham van den Tempel (c.1622 – 8 October 1672) was a Dutch Golden Age painter.,https://en.wikipedia.org/wiki/Abraham_Lambertsz_van_den_Tempel
30,Abraham_Willaerts,Abraham Willaerts,"Abraham Willaerts (c. 1603 - 18 October 1669) was a Dutch Baroque painter, mostly of marine and harbor scenes. He also painted a number of single and family portraits.",https://en.wikipedia.org/wiki/Abraham_Willaerts
