id,wikipedia_name,artist_name,summary,url
11,A._R._Middleton_Todd,A. R. Middleton Todd,Arthur Ralph Middleton Todd  (26 October 1891 – 21 November 1966) was a British artist. He was a member of the Royal Academy and well known as a portrait painter in the 1920s and 1930s.,https://en.wikipedia.org/wiki/A._R._Middleton_Todd
12,A.D.M._Cooper,A.D.M. Cooper,"Astley David Middleton Cooper (December 23, 1856 – September 10, 1924) was an American painter of Western and Indigenous themes, as well as portraiture, and nude studies of women.
He is also attributed to having a bohemian lifestyle, which his art paid for. Cooper was opposed to the American Indian Wars, and earned Indigenous peoples' respect while living with them in the West. The artist's style seems to be derivative from Julian Rix and other landscape painters, while Cooper himself never explicitly said so.
",https://en.wikipedia.org/wiki/A.D.M._Cooper
13,Aaron_Bohrod,Aaron Bohrod,Aaron Bohrod (21 November 1907 – 3 April 1992) was an American artist best known for his  trompe-l'œil still-life paintings.,https://en.wikipedia.org/wiki/Aaron_Bohrod
14,Aaron_Douglas_(artist),Aaron Douglas (artist),"Aaron Douglas (May 26, 1899 – February 2, 1979) was an American painter, illustrator, and visual arts educator. He was a major figure in the Harlem Renaissance. He developed his art career painting murals and creating illustrations that addressed social issues around race and segregation in the United States by utilizing African-centric imagery. Douglas set the stage for young, African-American artists to enter the public-arts realm through his involvement with the Harlem Artists Guild. In 1944, he concluded his art career by founding the Art Department at Fisk University in Nashville, Tennessee. He taught visual art classes at Fisk University until his retirement in 1966. Douglas is known as a prominent leader in modern African-American art whose work influenced artists for years to come.",https://en.wikipedia.org/wiki/Aaron_Douglas_(artist)
15,Aaron_Nagel,Aaron Nagel,"Aaron Nagel is an American painter and the original trumpet player for punk rock/ska core act Link 80, born and raised in Berkeley, California.
He later played guitar in the band DESA with other former Link 80 members Ryan Noble, Adam Davis, and Barry Krippine.
He currently runs Two Twenty Two Design Studio and is an artist whose work has adorned two Rx Bandits albums (his paintings ""Predictable"" and ""Look Left ...And The Battle Begun"" are the covers of The Resignation and ...And the Battle Begun respectively) as well as DESA's split EP with Howards Alias and their latest album ""Arriving Alive"".
His paintings have been shown solo and in group shows across the country since 2005.
In 2016, Nagel participated in a Link 80 reunion for the Asian Man Records 20th Anniversary. On June 17 and 18, the band played two sold-out shows at the San Francisco's Bottom of the Hill. The lineup included singer Ryan Noble, guitarists Matt Bettinelli-Olpin and Adam Davis, drummer Joey Bustos, bassists Adam Pereria and Barry Krippene, and horn players Steve Borth and Jason Lechner. Prior to the shows, a video tribute to Nick Traina was shown that the band released the video online on June 20, 2016.
Nagel is vegan straight edge.",https://en.wikipedia.org/wiki/Aaron_Nagel
16,Abbott_Handerson_Thayer,Abbott Handerson Thayer,"Abbott Handerson Thayer (August 12, 1849 – May 29, 1921) was an American artist, naturalist, and teacher. As a painter of portraits, figures, animals, and landscapes, he enjoyed a certain prominence during his lifetime, and his paintings are represented in major American art collections. He is perhaps best known for his 'angel' paintings, some of which use his children as models.
During the last third of his life, he worked together with his son, Gerald Handerson Thayer, on a book about protective coloration in nature, titled Concealing-Coloration in the Animal Kingdom. First published by Macmillan in 1909, then reissued in 1918, it may have had an effect on military camouflage during World War I. However it was roundly mocked by Theodore Roosevelt and others for its assumption that all animal coloration is cryptic.
Thayer also influenced American art through his efforts as a teacher, training apprentices in his New Hampshire studio.",https://en.wikipedia.org/wiki/Abbott_Handerson_Thayer
17,Abdullah_Gërguri,Abdullah Gërguri,Abdullah Gërguri (1931–1994) was a Kosovo Albanian artist in restoration and conservation of the icons and frescoes.,https://en.wikipedia.org/wiki/Abdullah_G%C3%ABrguri
18,Abdur_Rahman_Chughtai,Abdur Rahman Chughtai,"Abdur Rahman Chughtai (21 September 1894 – 17 January 1975) was a painter, artist, and intellectual from Pakistan, who created his own unique, distinctive painting style influenced by Mughal art, miniature painting, Art Nouveau and Islamic art traditions. He is considered to be 
'the first significant modern Muslim artist from Pakistan', and the national artist of Pakistan.
He was given the title of Khan Bahadur by the British Empire in British India in 1934, awarded Pakistan's Hilal-i-Imtiaz (Crescent of Excellence) Award in 1960, and the Pride of Performance Award in 1958 by the President of Pakistan.",https://en.wikipedia.org/wiki/Abdur_Rahman_Chughtai
19,Abidin_Dino,Abidin Dino,Abidin Dino (23 March 1913 – 7 December 1993) was a Turkish artist and a well-known painter.,https://en.wikipedia.org/wiki/Abidin_Dino
20,Abraham_Begeyn,Abraham Begeyn,"Abraham Begeyn (c. 1637 Leiden – 11 June 1697 Berlin), was a Dutch Golden Age painter.",https://en.wikipedia.org/wiki/Abraham_Begeyn
21,Abraham_Bloemaert,Abraham Bloemaert,"Abraham Bloemaert (25 December 1566 – 27 January 1651) was a Dutch painter and printmaker who used etching and engraving. He initially worked in the style of the ""Haarlem Mannerists"", but by the beginning of the 17th-century altered his style in line with the new Baroque style that was then developing. He mostly painted history subjects and some landscapes.  He was an important teacher, who trained most of the Utrecht Caravaggisti.",https://en.wikipedia.org/wiki/Abraham_Bloemaert
22,Abraham_Bosschaert,Abraham Bosschaert,Abraham Bosschaert the Younger (II.) (1612–1643) was a Dutch Golden Age painter.,https://en.wikipedia.org/wiki/Abraham_Bosschaert
23,Abraham_de_Vries_(painter),Abraham de Vries (painter),"Abraham de Vries (ca.1590–1649 or 1650) was a Dutch painter who was one of the leading portraitists of his age.  As he led a peripatetic lifestyle and worked in France, Antwerp and the Dutch Republic his stylistic qualities are difficult to pin down.",https://en.wikipedia.org/wiki/Abraham_de_Vries_(painter)
24,Abraham_Hondius,Abraham Hondius,"Abraham Danielsz. Hondius (about 1631 – 17 September 1691) was a Dutch Golden Age painter known for his depictions of animals. He was the son of a city stonemason, Daniel Abramsz de Hondt.
Hondius was born in Rotterdam and trained under Pieter de Bloot (1601–1658) and Cornelis Saftleven. He lived in Rotterdam until 1659 and moved then to Amsterdam. He moved to London in 1666, where he spent the rest of his life. Hondius combined throughout his career several stylistic influences and struggled to develop a style of his own. He however specialised somehow in animal pieces: more than two-thirds of his paintings, etchings and drawings are hunting scenes, animals fighting and animal studies. He also executed landscapes, genre and religious scenes.
Hondius most likely moved to London in 1666 where he spent the rest of his life and died.  He painted views of London such as The Frozen Thames and London Bridge.  His last known work is Ape and Cat Fighting over Dead Poultry, dated 1690.",https://en.wikipedia.org/wiki/Abraham_Hondius
25,Abraham_Mignon,Abraham Mignon,"Abraham Mignon or Minjon  (21 June 1640 – 27 March 1679), was a still life painter.  He is known for his flower pieces, still lifes with fruit, still lifes in forests or grottoes, still lifes of game and fish as well as his garland paintings. His works are influenced by those of Jan Davidszoon de Heem and Jacob Marrel.
After commencing his artistic training in his native Germany, he moved to the Dutch Republic where he was active in Utrecht during the last part of his short life.  His works were sought after by 17th and 18th-century collectors from the highest ranks of society throughout Europe.",https://en.wikipedia.org/wiki/Abraham_Mignon
26,Abraham_Storck,Abraham Storck,"Abraham Storck (or Sturckenburch; bapt. 17 April 1644 in Amsterdam – buried 8 April 1708) was a Dutch painter, who enjoyed a reputation for his marine paintings, topographical views and Italianate harbour scenes. Storck was also an outstanding draughtsman.",https://en.wikipedia.org/wiki/Abraham_Storck
27,Abraham_van_Beijeren,Abraham van Beijeren,"Abraham Hendriksz van Beijeren or Abraham van Beyeren (c. 1620, The Hague – March 1690, Overschie (Rotterdam)) was a Dutch Baroque painter of still lifes. Little recognized in his day and initially active as a marine painter, he is now considered one of the most important painters of still lifes, and still lifes of fish and so-called 'pronkstillevens', i.e. sumptuous still lifes of luxurious objects.",https://en.wikipedia.org/wiki/Abraham_van_Beijeren
28,Abraham_van_Calraet,Abraham van Calraet,"Abraham van Calraet, or Kalraat (7–12 October 1642, Dordrecht – 11 June 1722, Dordrecht) was a Dutch Golden Age  still-life, portrait- and landscape painter.",https://en.wikipedia.org/wiki/Abraham_van_Calraet
29,Abraham_van_den_Tempel,Abraham Lambertsz van den Tempel,Abraham van den Tempel (c.1622 – 8 October 1672) was a Dutch Golden Age painter.,https://en.wikipedia.org/wiki/Abraham_Lambertsz_van_den_Tempel
30,Abraham_Willaerts,Abraham Willaerts,"Abraham Willaerts (c. 1603 - 18 October 1669) was a Dutch Baroque painter, mostly of marine and harbor scenes. He also painted a number of single and family portraits.",https://en.wikipedia.org/wiki/Abraham_Willaerts
31,Abram_Arkhipov,Abram Arkhipov,"Abram Efimovich Arkhipov (Russian: Абра́м Ефи́мович Архи́пов; 27 August [O.S. 15 August] 1862 – 25 September 1930) was a Russian realist artist, who was a member of the art collective The Wanderers as well as the Union of Russian Artists.",https://en.wikipedia.org/wiki/Abram_Arkhipov
32,Achille_Leonardi,Achille Leonardi,Achille Leonardi (ca. 1800–1870) was an Italian artist.  Leonardi painted with oil on canvas.,https://en.wikipedia.org/wiki/Achille_Leonardi
33,Ada_Gladys_Killins,Ada Gladys Killins,"Ada Gladys Killins (1901 – 1963) was a Canadian artist and educator.
The daughter of Robert Killins and Rachel Swick, she was born in Castor township, Lincoln County, Ontario. She attended teacher's college and began teaching art at Memorial School in Niagara Falls in 1924. For a number of years, she took art classes in summer at the Ontario College of Art. She also took private lessons with Franz Johnston and later took summer classes with Carl Schaefer on Lake Couchiching between 1935 and 1938. In 1947, she retired from teaching to paint full-time, moving into a cabin near Orangeville.
Killins was a member of the Canadian Society of Painters in Water Colour and exhibited with them regularly. In 1939, her work was shown at the Canadian National Exhibition in Toronto and one of her paintings was included in the Canadian pavilion at the 1939 New York World's Fair. In 1942, fifteen of her paintings were included in the exhibition ""Four Canadian Painters"" at the Art Gallery of Ontario. She is best-known for her landscapes in watercolour.
She died at Castleton, Ontario in 1963.
",https://en.wikipedia.org/wiki/Ada_Gladys_Killins
34,Ada_Hill_Walker,Ada Hill Walker,"Ada Hill Walker (1879-10 November 1955) was a British scientific illustrator, artist and flower painter based in St Andrews in Scotland who provided illustrations for the scientific publications of William M'Intosh (1838-1931).
She often signed her work as A.H.W., A.H. Walker and Ada H. Walker.",https://en.wikipedia.org/wiki/Ada_Hill_Walker
35,Adam_Bruce_Thomson,Adam Bruce Thomson,"Adam Bruce Thomson OBE, RSA, PRSW (22 February 1885  – 4 December 1976) or ‘Adam B’ as he was often called at Edinburgh College of Art, was a painter perhaps best known for his oil and water colour landscape paintings, particularly of the Highlands and Edinburgh.  He is regarded as one of the Edinburgh School of artists.",https://en.wikipedia.org/wiki/Adam_Bruce_Thomson
36,Adam_Chmielowski,Albert Chmielowski,"Albert Chmielowski (20 August 1845 – 25 December 1916) - born Adam Hilary Bernard Chmielowski - was a Polish Franciscan tertiary, painter, disabled veteran of the Uprising of 1863, and founder of both the Albertine Brothers and Albertine Sisters servants of the homeless and destitute.",https://en.wikipedia.org/wiki/Albert_Chmielowski
37,Adam_Dario_Keel,Adam Keel,"Adam Dario Keel (16 November 1924 in Lugano – 21 May 2018) was a Swiss artist.
",https://en.wikipedia.org/wiki/Adam_Keel
38,Adam_Elsheimer,Adam Elsheimer,"Adam Elsheimer (18 March 1578 – 11 December 1610) was a German artist working in Rome, who died at only thirty-two, but was very influential in the early 17th century in the field of Baroque paintings. His relatively few paintings were small-scale, nearly all painted  on copper plates, of the type often known as cabinet paintings. They include a variety of light effects, and an innovative treatment of landscape. He was an influence on many other artists, including Rembrandt and Peter Paul Rubens.",https://en.wikipedia.org/wiki/Adam_Elsheimer
39,Adam_Manyoki,Ádám Mányoki,"Ádám Mányoki (1673, Szokolya – 6 August 1757, Dresden) was a Hungarian Baroque portrait painter.",https://en.wikipedia.org/wiki/%C3%81d%C3%A1m_M%C3%A1nyoki
40,Adam_Marczyński,Adam Marczyński,"Adam Marczyński (24 December 1908 – 13 January 1985) was a Polish painter. He died in Kraków.
Marczyński came into his own as an artist of post-war Kraków.
He studied at the Academy of Fine Arts in Kraków. He started exhibiting in 1933 and had his first solo exhibition a few years after that. Marczyński taught at the academy from 1945 to 1979. One of his students at the academy was Zbigniew Żupnik. Besides teaching, he was a painter, did illustrations, was a graphic artist, and even did scenery design.
Around the war years, he embraced cubism and a Polish variation of post-Impressionism, called Colorism. Marczyński painted landscapes, portraits, still lifes, and interiors.
In the 1960s, he abandoned regular painting techniques, instead choosing to paint objects and make collages. By the '70s, Marczyński began making compositions in small cases. These items have doors that open and close; they became his main artistic focus.
Marczyński exhibited at many international art festivals, including the Venice Biennale in 1956 and the documenta II in Kassel in 1959. A catalogue was published in 1985 at a posthumous retrospective at the Gallery of the Office of Artistic Exhibitions in Kraków. His work was also part of the painting event in the art competition at the 1948 Summer Olympics.
",https://en.wikipedia.org/wiki/Adam_Marczy%C5%84ski
41,Adam_Pijnacker,Adam Pynacker,"Adam Christiaensz Pynacker or Pijnacker (15 February 1622, Schiedam - buried 28 March 1673, Amsterdam ) was a Dutch Golden Age painter, mostly of landscapes.",https://en.wikipedia.org/wiki/Adam_Pynacker
42,Adam_Saks,Adam Saks,Adam Saks (born 1974 in Copenhagen) is a Danish painter who lives and works in Berlin.,https://en.wikipedia.org/wiki/Adam_Saks
43,Adam_Szentpétery,Adam Szentpétery,"Szentpétery Ádám (Hungarian pronunciation: [ˈsɛntpeːtɛri ˈaːdaːm]; born 24 February 1956) is a Hungarian artist in Slovakia and the Department Head/Professor of the Studio of Contemporary Image at the Faculty of Arts at the Technical University of Košice, Slovakia. He is known primarily for his abstract painting with strong geometrically organized canvases in a highly original manner with a very intense but at the same time refined colorism.",https://en.wikipedia.org/wiki/Adam_Szentp%C3%A9tery
44,Adam_Willaerts,Adam Willaerts,Adam Willaerts (21 July 1577 – 4 April 1664) was a Dutch Golden Age painter.,https://en.wikipedia.org/wiki/Adam_Willaerts
45,Adélaïde_Labille-Guiard,Adélaïde Labille-Guiard,"Adélaïde Labille-Guiard (née Labille; 11 April 1749 – 24 April 1803), also known as Adélaïde Labille-Guiard des Vertus, was a French miniaturist and portrait painter. She was an advocate for women to receive the same opportunities as men to become great painters. Labille-Guiard was one of the first women to become a member of the Royal Academy, and was the first female artist to receive permission to set up a studio for her students at the Louvre.",https://en.wikipedia.org/wiki/Ad%C3%A9la%C3%AFde_Labille-Guiard
46,Adélaïde_Victoire_Hall,Adélaïde Victoire Hall,"Adélaïde Victoire Hall, called Adèle (11 May 1772 – 14 October 1844), was a Swedish-French artist and noble (marquise). She was given the honorary title of agré of the Royal Swedish Academy of Arts (1793).
Hall was born in Paris, the daughter of the Swedish artist painter of the royal French court Peter Adolf Hall and his wife Marie-Adélaïde Gobin. She was married in 1792 to the lawyer of the royal council, Francois Louis Seleau, who was murdered during the September Massacres the same year, and to the officer Blaise Lievre de la Grange, marquess de Fourilles in 1796.
Her self-portrait in oil was shown to the Royal Academy of Arts in Stockholm in 1791. She was furthermore represented with her work at the art exhibitions of the academy in 1792 and 1793. She was also a miniaturist and painted on wood and porcelain cups. She died in Paris, aged 72.
Her self-portrait is kept at the Nationalmuseum in Sweden.",https://en.wikipedia.org/wiki/Ad%C3%A9la%C3%AFde_Victoire_Hall
47,Adolf_Bierbrauer,Adolf Bierbrauer,"Adolf Bierbrauer (26 July 1915 – 2 September 2012) was a German conceptual artist, painter and sculptor. He is known for his ""hypnosis paintings"" and ""somnambulistic paintings"" as well as for his sculptures.",https://en.wikipedia.org/wiki/Adolf_Bierbrauer
48,Adolf_Born,Adolf Born,"Adolf Born (12 June 1930 – 22 May 2016) was a Czech painter, illustrator, filmmaker and caricaturist, ""known for his murkily-tinted pictures of bizarre fauna, and Victorian gentlemen in top hats and top coats"". In recognition of his lasting contribution as a children's illustrator, Born was a finalist for the biennial, international Hans Christian Andersen Award in 2008. His various international rewards and honors also include the Grand Prix at the International Salon of Cartoons in Montreal and the Knight of the Order of Arts and Letters in France.",https://en.wikipedia.org/wiki/Adolf_Born
49,Adolf_Dietrich,Adolf Dietrich,"Adolf Dietrich (November 9, 1877 – June 4, 1957) was a Swiss laborer and one of the most renowned naïve artists and Swiss painters of the 20th century.",https://en.wikipedia.org/wiki/Adolf_Dietrich
50,Adolf_Fényes,Adolf Fényes,"Adolf Fényes, originally Fischmann (29 April 1867, Kecskemét – 14 March 1945, Budapest) was a Hungarian painter of Jewish ancestry. He is best known for his cycle of paintings; The Life of a Poor Man and a series of still-lifes, done as table settings.",https://en.wikipedia.org/wiki/Adolf_F%C3%A9nyes
51,Adolf_Hirémy-Hirschl,Adolf Hirémy-Hirschl,"Adolf Hirémy-Hirschl (1860–1933) was a Hungarian, Jewish artist known for historical and mythological painting, particularly of subjects pertaining to ancient Rome. Some of his major history paintings have been lost, and many of his smaller works were retained by his heirs until the early 1980s. Although he was one of the most successful artists of fin-de-siècle Vienna, these circumstances, along with the rise of Gustav Klimt and the Vienna Secessionists, put his reputation in eclipse.",https://en.wikipedia.org/wiki/Adolf_Hir%C3%A9my-Hirschl
52,Adolf_Hitler,Adolf Hitler,"Adolf Hitler (20 April 1889 – 30 April 1945) was an Austrian-born German politician who was the dictator of Nazi Germany from 1933 until his suicide in 1945. He rose to power as the leader of the Nazi Party, becoming the chancellor in 1933 and then taking the title of Führer und Reichskanzler in 1934. During his dictatorship, he initiated the European theatre of World War II by invading Poland on 1 September 1939. He was closely involved in military operations throughout the war and was central to the perpetration of the Holocaust: the genocide of about six million Jews and millions of other victims.
Hitler was born in Braunau am Inn in Austria-Hungary and was raised near Linz. He lived in Vienna later in the first decade of the 1900s before moving to Germany in 1913. He was decorated during his service in the German Army in World War I. In 1919, he joined the German Workers' Party (DAP), the precursor of the Nazi Party, and in 1921 was appointed leader of the Nazi Party. In 1923, he attempted to seize governmental power in a failed coup in Munich and was sentenced to five years in prison, serving just over a year of his sentence. While there, he dictated the first volume of his autobiography and political manifesto Mein Kampf (""My Struggle""). After his early release in 1924, Hitler gained popular support by attacking the Treaty of Versailles and promoting pan-Germanism, antisemitism and anti-communism with charismatic oratory and Nazi propaganda. He frequently denounced communism as being part of an international Jewish conspiracy.
By November 1932, the Nazi Party held the most seats in the Reichstag but did not have a majority. No political parties were able to form a majority coalition in support of a candidate for chancellor. Former chancellor Franz von Papen and other conservative leaders convinced President Paul von Hindenburg to appoint Hitler as chancellor on 30 January 1933. Shortly thereafter, the Reichstag passed the Enabling Act of 1933 which began the process of transforming the Weimar Republic into Nazi Germany, a one-party dictatorship based on the totalitarian and autocratic ideology of Nazism. Upon Hindenburg's death on 2 August 1934, Hitler succeeded him, becoming simultaneously the head of state and government with absolute power. Domestically, Hitler implemented numerous racist policies and sought to deport or kill German Jews. His first six years in power resulted in rapid economic recovery from the Great Depression, the abrogation of restrictions imposed on Germany after World War I, and the annexation of territories inhabited by millions of ethnic Germans, which initially gave him significant popular support.
One of Hitler's key goals was Lebensraum (lit. 'living space') for the German people in Eastern Europe, and his aggressive, expansionist foreign policy is considered the primary cause of World War II in Europe. He directed large-scale rearmament and, on 1 September 1939, invaded Poland, resulting in Britain and France declaring war on Germany. In June 1941, Hitler ordered an invasion of the Soviet Union. In December 1941, he declared war on the United States. By the end of 1941, German forces and the European Axis powers occupied most of Europe and North Africa. These gains were gradually reversed after 1941, and in 1945 the Allied armies defeated the German army. On 29 April 1945, he married his long-term partner, Eva Braun, in the Führerbunker in Berlin. On the following day, the couple committed suicide to avoid capture by the Soviet Red Army. In accordance with Hitler's wishes, their corpses were burned.
The historian and biographer Ian Kershaw describes Hitler as ""the embodiment of modern political evil"". Under Hitler's leadership and racist ideology, the Nazi regime was responsible for the genocide of an estimated six million Jews and millions of other victims, whom he and his followers deemed Untermenschen (subhumans) or socially undesirable. Hitler and the Nazi regime were also responsible for the deliberate killing of an estimated 19.3 million civilians and prisoners of war. In addition, 28.7 million soldiers and civilians died as a result of military action in the European theatre. The number of civilians killed during World War II was unprecedented in warfare, and the casualties constitute the deadliest conflict in history.",https://en.wikipedia.org/wiki/Adolf_Hitler
53,Adolf_Hölzel,Adolf Hölzel,"Adolf Richard Hölzel (13 May 1853 – 17 October 1934) was a German painter. He began as a Realist, but later became an early promoter of various Modern styles, including Abstractionism.",https://en.wikipedia.org/wiki/Adolf_H%C3%B6lzel
54,Adolf_Schrödter,Adolf Schrödter,"Adolf Schrödter or Adolph Schroedter (28 June 1805, Schwedt – 9 December 1875, Karlsruhe) was a German painter and graphic artist; associated with the Düsseldorf school of painting. He is considered to be one of the pioneers of German comics.",https://en.wikipedia.org/wiki/Adolf_Schr%C3%B6dter
55,Adolf_Ulric_Wertmüller,Adolf Ulrik Wertmüller,"Adolf Ulrik Wertmüller (February 18, 1751 – October 5, 1811) was a Swedish painter whose notable works include Danaë receiving Jupiter in a Shower of Gold.
Wertmüller was born in Stockholm and studied art at home before moving to Paris in 1772 to study under his cousin Alexander Roslin and French painter Joseph-Marie Vien. On July 30, 1784, Wertmüller was elected to the Royal Academy of Painting and Sculpture.
Wertmüller was commissioned by Gustav III of Sweden for a portrait of Marie Antoinette, which is now in the Nationalmuseum in Stockholm. In 1787, he produced his masterpiece Danaë, a work which proved controversial as one of the earliest female nude paintings exhibited in America.
Wertmüller first emigrated to the United States in May 1794 and continued his portrait work, most notably of General George Washington, but in 1796 was called back to Sweden, eventually returning to Philadelphia in 1800. Elizabeth B. Johnston, in her book Original Portraits of Washington (Boston, 1882), speaks of five portraits of Washington by Wertmüller, of which one, executed in 1797, was purchased by the U. S. government in 1878, and another is owned by the Historical Society of Pennsylvania.
Wertmüller was married to Elizabeth Henderson, granddaughter of noted early American painter Gustavus Hesselius, on January 8, 1801, and two years later retired to a plantation in Claymont, Delaware, where he lived the final years of his life. He died near Marcus Hook, Pennsylvania, aged 60.",https://en.wikipedia.org/wiki/Adolf_Ulrik_Wertm%C3%BCller
56,Adolf_Wölfli,Adolf Wölfli,"Adolf Wölfli (February 29, 1864 – November 6, 1930) (occasionally spelled Adolf Woelfli or Adolf Wolfli) was a Swiss artist who was one of the first artists to be associated with the Art Brut or outsider art label.",https://en.wikipedia.org/wiki/Adolf_W%C3%B6lfli
57,Adolfo_Müller-Ury,Adolfo Müller-Ury,"Adolfo Müller-Ury, KSG (March 29, 1862 – July 6, 1947) was a Swiss-born American portrait painter and impressionistic painter of roses and still life.",https://en.wikipedia.org/wiki/Adolfo_M%C3%BCller-Ury
58,Adolph_Gottlieb,Adolph Gottlieb,"Adolph Gottlieb (March 14, 1903 – March 4, 1974) was an American abstract expressionist painter who also made sculpture and became a print maker.",https://en.wikipedia.org/wiki/Adolph_Gottlieb
59,Adolph_Menzel,Adolph Menzel,"Adolph Friedrich Erdmann von Menzel (8 December 1815 – 9 February 1905) was a German Realist artist noted for drawings, etchings, and paintings. Along with Caspar David Friedrich, he is considered one of the two most prominent German painters of the 19th century, and was the most successful artist of his era in Germany. First known as Adolph Menzel, he was knighted in 1898 and changed his name to Adolph von Menzel.
His popularity in his native country, owing especially to his history paintings, was such that few of his major paintings left Germany, as many were quickly acquired by museums in Berlin. Menzel's graphic work (and especially his drawings) were more widely disseminated; these, along with informal paintings not initially intended for display, have largely accounted for his posthumous reputation.
Although he traveled in order to find subjects for his art, to visit exhibitions, and to meet with other artists, Menzel spent most of his life in Berlin, and was, despite numerous friendships, by his own admission detached from others. It is likely that he felt socially estranged for physical reasons alone—he had a large head, and stood about four foot six inches (137 cm).",https://en.wikipedia.org/wiki/Adolph_Menzel
